"region","kjønn","alder","yrke","Lønnstakere 2018"
"1411 Gulen (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",268
"1411 Gulen (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",63
"1411 Gulen (-2019)","Begge kjønn","15-74 år","7 Håndverkere",106
"1411 Gulen (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",142
"1411 Gulen (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",86
"1412 Solund (-2019)","Begge kjønn","15-74 år","1 Ledere",37
"1412 Solund (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",62
"1412 Solund (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",45
"1412 Solund (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",17
"1412 Solund (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",62
"1412 Solund (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",32
"1412 Solund (-2019)","Begge kjønn","15-74 år","7 Håndverkere",33
"1412 Solund (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",29
"1412 Solund (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",23
"1413 Hyllestad (-2019)","Begge kjønn","15-74 år","1 Ledere",57
"1413 Hyllestad (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",101
"1413 Hyllestad (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",71
"1413 Hyllestad (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",42
"1413 Hyllestad (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",153
"1413 Hyllestad (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",29
"1413 Hyllestad (-2019)","Begge kjønn","15-74 år","7 Håndverkere",102
"1413 Hyllestad (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",37
"1413 Hyllestad (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",42
"1416 Høyanger (-2019)","Begge kjønn","15-74 år","1 Ledere",113
"1416 Høyanger (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",339
"1416 Høyanger (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",186
"1416 Høyanger (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",87
"1416 Høyanger (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",455
"1416 Høyanger (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",48
"1416 Høyanger (-2019)","Begge kjønn","15-74 år","7 Håndverkere",187
"1416 Høyanger (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",320
"1416 Høyanger (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",137
"1417 Vik (-2019)","Begge kjønn","15-74 år","1 Ledere",94
"1417 Vik (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",217
"1417 Vik (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",128
"1417 Vik (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",52
"1417 Vik (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",316
"1417 Vik (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",32
"1417 Vik (-2019)","Begge kjønn","15-74 år","7 Håndverkere",122
"1417 Vik (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",182
"1417 Vik (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",69
"1418 Balestrand (-2019)","Begge kjønn","15-74 år","1 Ledere",48
"1418 Balestrand (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",139
"1418 Balestrand (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",43
"1418 Balestrand (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",40
"1418 Balestrand (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",189
"1418 Balestrand (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",4
"1418 Balestrand (-2019)","Begge kjønn","15-74 år","7 Håndverkere",42
"1418 Balestrand (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",66
"1418 Balestrand (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",35
"1419 Leikanger (-2019)","Begge kjønn","15-74 år","1 Ledere",106
"1419 Leikanger (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",440
"1419 Leikanger (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",113
"1419 Leikanger (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",54
"1419 Leikanger (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",200
"1419 Leikanger (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",11
"1419 Leikanger (-2019)","Begge kjønn","15-74 år","7 Håndverkere",68
"1419 Leikanger (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",75
"1419 Leikanger (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",52
"1420 Sogndal (-2019)","Begge kjønn","15-74 år","1 Ledere",335
"1420 Sogndal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",1215
"1420 Sogndal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",471
"1420 Sogndal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",206
"1420 Sogndal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",966
"1420 Sogndal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",43
"1420 Sogndal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",410
"1420 Sogndal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",317
"1420 Sogndal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",217
"1421 Aurland (-2019)","Begge kjønn","15-74 år","1 Ledere",85
"1421 Aurland (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",142
"1421 Aurland (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",112
"1421 Aurland (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",70
"1421 Aurland (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",222
"1421 Aurland (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",10
"1421 Aurland (-2019)","Begge kjønn","15-74 år","7 Håndverkere",101
"1421 Aurland (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",84
"1421 Aurland (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",64
"1422 Lærdal (-2019)","Begge kjønn","15-74 år","1 Ledere",61
"1422 Lærdal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",216
"1422 Lærdal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",87
"1422 Lærdal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",71
"1422 Lærdal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",227
"1422 Lærdal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",8
"1422 Lærdal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",132
"1422 Lærdal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",123
"1422 Lærdal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",66
"1424 Årdal (-2019)","Begge kjønn","15-74 år","1 Ledere",166
"1424 Årdal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",402
"1424 Årdal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",287
"1424 Årdal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",81
"1424 Årdal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",491
"1424 Årdal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",8
"1424 Årdal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",226
"1424 Årdal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",720
"1424 Årdal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",140
"1426 Luster (-2019)","Begge kjønn","15-74 år","1 Ledere",187
"1426 Luster (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",515
"1426 Luster (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",264
"1426 Luster (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",129
"1426 Luster (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",614
"1426 Luster (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",32
"1426 Luster (-2019)","Begge kjønn","15-74 år","7 Håndverkere",333
"1426 Luster (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",215
"1426 Luster (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",152
"1428 Askvoll (-2019)","Begge kjønn","15-74 år","1 Ledere",82
"1428 Askvoll (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",249
"1428 Askvoll (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",175
"1428 Askvoll (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",44
"1428 Askvoll (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",318
"1428 Askvoll (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",49
"1428 Askvoll (-2019)","Begge kjønn","15-74 år","7 Håndverkere",101
"1428 Askvoll (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",156
"1428 Askvoll (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",78
"1429 Fjaler (-2019)","Begge kjønn","15-74 år","1 Ledere",103
"1429 Fjaler (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",281
"1429 Fjaler (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",138
"1429 Fjaler (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",56
"1429 Fjaler (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",308
"1429 Fjaler (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",36
"1429 Fjaler (-2019)","Begge kjønn","15-74 år","7 Håndverkere",105
"1429 Fjaler (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",91
"1429 Fjaler (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",67
"1430 Gaular (-2019)","Begge kjønn","15-74 år","1 Ledere",91
"1430 Gaular (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",319
"1430 Gaular (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",174
"1430 Gaular (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",85
"1430 Gaular (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",354
"1430 Gaular (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",32
"1430 Gaular (-2019)","Begge kjønn","15-74 år","7 Håndverkere",165
"1430 Gaular (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",122
"1430 Gaular (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",82
"1431 Jølster (-2019)","Begge kjønn","15-74 år","1 Ledere",108
"1431 Jølster (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",333
"1431 Jølster (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",166
"1431 Jølster (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",98
"1431 Jølster (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",366
"1431 Jølster (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",8
"1431 Jølster (-2019)","Begge kjønn","15-74 år","7 Håndverkere",159
"1431 Jølster (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",141
"1431 Jølster (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",82
"1432 Førde (-2019)","Begge kjønn","15-74 år","1 Ledere",607
"1432 Førde (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",2016
"1432 Førde (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",927
"1432 Førde (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",398
"1432 Førde (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1557
"1432 Førde (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",59
"1432 Førde (-2019)","Begge kjønn","15-74 år","7 Håndverkere",642
"1432 Førde (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",352
"1432 Førde (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",345
"1433 Naustdal (-2019)","Begge kjønn","15-74 år","1 Ledere",74
"1433 Naustdal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",273
"1433 Naustdal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",169
"1433 Naustdal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",92
"1433 Naustdal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",353
"1433 Naustdal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",26
"1433 Naustdal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",175
"1433 Naustdal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",116
"1433 Naustdal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",60
"1438 Bremanger (-2019)","Begge kjønn","15-74 år","1 Ledere",128
"1438 Bremanger (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",194
"1438 Bremanger (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",175
"1438 Bremanger (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",59
"1438 Bremanger (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",379
"1438 Bremanger (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",60
"1438 Bremanger (-2019)","Begge kjønn","15-74 år","7 Håndverkere",179
"1438 Bremanger (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",231
"1438 Bremanger (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",151
"1439 Vågsøy (-2019)","Begge kjønn","15-74 år","1 Ledere",240
"1439 Vågsøy (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",418
"1439 Vågsøy (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",433
"1439 Vågsøy (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",176
"1439 Vågsøy (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",663
"1439 Vågsøy (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",27
"1439 Vågsøy (-2019)","Begge kjønn","15-74 år","7 Håndverkere",337
"1439 Vågsøy (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",301
"1439 Vågsøy (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",168
"1441 Selje (-2019)","Begge kjønn","15-74 år","1 Ledere",99
"1441 Selje (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",164
"1441 Selje (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",159
"1441 Selje (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",64
"1441 Selje (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",298
"1441 Selje (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",26
"1441 Selje (-2019)","Begge kjønn","15-74 år","7 Håndverkere",128
"1441 Selje (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",231
"1441 Selje (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",53
"1443 Eid (-2019)","Begge kjønn","15-74 år","1 Ledere",207
"1443 Eid (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",672
"1443 Eid (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",337
"1443 Eid (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",141
"1443 Eid (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",673
"1443 Eid (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",44
"1443 Eid (-2019)","Begge kjønn","15-74 år","7 Håndverkere",321
"1443 Eid (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",371
"1443 Eid (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",173
"1444 Hornindal (-2019)","Begge kjønn","15-74 år","1 Ledere",46
"1444 Hornindal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",88
"1444 Hornindal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",56
"1444 Hornindal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",25
"1444 Hornindal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",144
"1444 Hornindal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",15
"1444 Hornindal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",99
"1444 Hornindal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",74
"1444 Hornindal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",31
"1445 Gloppen (-2019)","Begge kjønn","15-74 år","1 Ledere",228
"1445 Gloppen (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",573
"1445 Gloppen (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",315
"1445 Gloppen (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",116
"1445 Gloppen (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",633
"1445 Gloppen (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",66
"1445 Gloppen (-2019)","Begge kjønn","15-74 år","7 Håndverkere",218
"1445 Gloppen (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",357
"1445 Gloppen (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",165
"1449 Stryn (1977-2019)","Begge kjønn","15-74 år","1 Ledere",305
"1449 Stryn (1977-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",494
"1449 Stryn (1977-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",359
"1449 Stryn (1977-2019)","Begge kjønn","15-74 år","4 Kontoryrker",231
"1449 Stryn (1977-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",812
"1449 Stryn (1977-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",57
"1449 Stryn (1977-2019)","Begge kjønn","15-74 år","7 Håndverkere",321
"1449 Stryn (1977-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",656
"1449 Stryn (1977-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",247
"1502 Molde (-2019)","Begge kjønn","15-74 år","1 Ledere",1159
"1502 Molde (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",3734
"1502 Molde (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1931
"1502 Molde (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",891
"1502 Molde (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",3000
"1502 Molde (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",47
"1502 Molde (-2019)","Begge kjønn","15-74 år","7 Håndverkere",1030
"1502 Molde (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",718
"1502 Molde (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",599
"1504 Ålesund (1977-2019)","Begge kjønn","15-74 år","1 Ledere",2377
"1504 Ålesund (1977-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",5502
"1504 Ålesund (1977-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",4120
"1504 Ålesund (1977-2019)","Begge kjønn","15-74 år","4 Kontoryrker",1689
"1504 Ålesund (1977-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",5404
"1504 Ålesund (1977-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",68
"1504 Ålesund (1977-2019)","Begge kjønn","15-74 år","7 Håndverkere",1923
"1504 Ålesund (1977-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",1486
"1504 Ålesund (1977-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",1231
"1505 Kristiansund","Begge kjønn","15-74 år","1 Ledere",837
"1505 Kristiansund","Begge kjønn","15-74 år","2 Akademiske yrker",2275
"1505 Kristiansund","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1734
"1505 Kristiansund","Begge kjønn","15-74 år","4 Kontoryrker",760
"1505 Kristiansund","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",2792
"1505 Kristiansund","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",87
"1505 Kristiansund","Begge kjønn","15-74 år","7 Håndverkere",1132
"1505 Kristiansund","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",646
"1505 Kristiansund","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",635
"1511 Vanylven","Begge kjønn","15-74 år","1 Ledere",98
"1511 Vanylven","Begge kjønn","15-74 år","2 Akademiske yrker",193
"1511 Vanylven","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",202
"1511 Vanylven","Begge kjønn","15-74 år","4 Kontoryrker",58
"1511 Vanylven","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",368
"1511 Vanylven","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",51
"1511 Vanylven","Begge kjønn","15-74 år","7 Håndverkere",155
"1511 Vanylven","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",150
"1511 Vanylven","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",114
"1514 Sande (Møre og Romsdal)","Begge kjønn","15-74 år","1 Ledere",77
"1514 Sande (Møre og Romsdal)","Begge kjønn","15-74 år","2 Akademiske yrker",155
"1514 Sande (Møre og Romsdal)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",179
"1514 Sande (Møre og Romsdal)","Begge kjønn","15-74 år","4 Kontoryrker",52
"1514 Sande (Møre og Romsdal)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",247
"1514 Sande (Møre og Romsdal)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",17
"1514 Sande (Møre og Romsdal)","Begge kjønn","15-74 år","7 Håndverkere",191
"1514 Sande (Møre og Romsdal)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",148
"1514 Sande (Møre og Romsdal)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",75
"1515 Herøy (Møre og Romsdal)","Begge kjønn","15-74 år","1 Ledere",356
"1515 Herøy (Møre og Romsdal)","Begge kjønn","15-74 år","2 Akademiske yrker",628
"1515 Herøy (Møre og Romsdal)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",603
"1515 Herøy (Møre og Romsdal)","Begge kjønn","15-74 år","4 Kontoryrker",215
"1515 Herøy (Møre og Romsdal)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",986
"1515 Herøy (Møre og Romsdal)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",33
"1515 Herøy (Møre og Romsdal)","Begge kjønn","15-74 år","7 Håndverkere",342
"1515 Herøy (Møre og Romsdal)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",535
"1515 Herøy (Møre og Romsdal)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",233
"1516 Ulstein","Begge kjønn","15-74 år","1 Ledere",459
"1516 Ulstein","Begge kjønn","15-74 år","2 Akademiske yrker",795
"1516 Ulstein","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",835
"1516 Ulstein","Begge kjønn","15-74 år","4 Kontoryrker",245
"1516 Ulstein","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",850
"1516 Ulstein","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",21
"1516 Ulstein","Begge kjønn","15-74 år","7 Håndverkere",455
"1516 Ulstein","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",246
"1516 Ulstein","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",201
"1517 Hareid","Begge kjønn","15-74 år","1 Ledere",164
"1517 Hareid","Begge kjønn","15-74 år","2 Akademiske yrker",337
"1517 Hareid","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",439
"1517 Hareid","Begge kjønn","15-74 år","4 Kontoryrker",97
"1517 Hareid","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",543
"1517 Hareid","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",17
"1517 Hareid","Begge kjønn","15-74 år","7 Håndverkere",317
"1517 Hareid","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",204
"1517 Hareid","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",174
"1519 Volda (-2019)","Begge kjønn","15-74 år","1 Ledere",320
"1519 Volda (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",1237
"1519 Volda (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",564
"1519 Volda (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",191
"1519 Volda (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1037
"1519 Volda (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",71
"1519 Volda (-2019)","Begge kjønn","15-74 år","7 Håndverkere",304
"1519 Volda (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",238
"1519 Volda (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",197
"1520 Ørsta","Begge kjønn","15-74 år","1 Ledere",382
"1520 Ørsta","Begge kjønn","15-74 år","2 Akademiske yrker",964
"1520 Ørsta","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",712
"1520 Ørsta","Begge kjønn","15-74 år","4 Kontoryrker",327
"1520 Ørsta","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1272
"1520 Ørsta","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",74
"1520 Ørsta","Begge kjønn","15-74 år","7 Håndverkere",531
